theorem,mdl_gain,cost,savings,num_uses,pattern_length,savings_per_use,in_degree,out_degree,proof_type
discrim_le_zero_of_nonpos,-769.5,769.5,0.0,0,3,7.755690828930447,0,0,term
discrim_lt_zero,-672.713646436341,672.713646436341,0.0,0,6,32.112514047100966,0,4,tactic
discrim_lt_zero_of_neg,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
isPrimePow_def,-697.6329275132086,720.9,23.267072486791342,3,3,7.755690828930447,3,0,term
isPrimePow_iff_pow_succ,-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
not_isPrimePow_zero,-442.60113238924004,458.475764290894,15.874631901653956,1,4,15.874631901653956,1,6,tactic
IsPrimePow.not_unit,-558.9,558.9,0.0,0,3,7.755690828930447,0,0,term
IsUnit.not_isPrimePow,-575.1,575.1,0.0,0,3,7.755690828930447,0,0,term
not_isPrimePow_one,-389.8329275132087,413.1,23.267072486791342,3,3,7.755690828930447,3,0,term
Prime.isPrimePow,-526.5,526.5,0.0,0,3,7.755690828930447,0,0,term
IsPrimePow.pow,-769.5,769.5,0.0,0,3,7.755690828930447,0,0,term
IsPrimePow.ne_zero,-664.5443091710695,672.3,7.755690828930447,1,3,7.755690828930447,1,0,term
IsPrimePow.ne_one,-502.54430917106953,510.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
isPrimePow_nat_iff,-666.4586629213726,590.1189410727235,-76.33972184864908,9,1,-8.482191316516564,9,2,tactic
Nat.Prime.isPrimePow,-527.8772366842782,558.9,31.02276331572179,4,3,7.755690828930447,4,0,term
isPrimePow_nat_iff_bounded,-816.713646436341,816.713646436341,0.0,0,6,32.112514047100966,0,7,tactic
IsPrimePow.dvd,-638.8325875090645,638.8325875090645,0.0,0,7,40.231455119824474,0,8,tactic
Nat.disjoint_divisors_filter_isPrimePow,-958.6011323892401,966.3568232181706,7.755690828930447,1,3,7.755690828930447,1,12,tactic
IsPrimePow.two_le,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
IsPrimePow.pos,-494.1,494.1,0.0,0,3,7.755690828930447,0,0,term
IsPrimePow.one_lt,-502.54430917106953,510.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
FreeNonUnitalNonAssocAlgebra.lift_symm_apply,-866.7,866.7,0.0,0,3,7.755690828930447,0,0,term
FreeNonUnitalNonAssocAlgebra.of_comp_lift,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
FreeNonUnitalNonAssocAlgebra.lift_unique,-939.5999999999999,939.5999999999999,0.0,0,3,7.755690828930447,0,0,term
FreeNonUnitalNonAssocAlgebra.lift_of_apply,-534.6,534.6,0.0,0,3,7.755690828930447,0,0,term
FreeNonUnitalNonAssocAlgebra.lift_comp_of,-769.5,769.5,0.0,0,3,7.755690828930447,0,0,term
FreeNonUnitalNonAssocAlgebra.hom_ext,-980.0999999999999,980.0999999999999,0.0,0,3,7.755690828930447,0,0,term
GradedMonoid.mk_smul_mk,-1012.5,1012.5,0.0,0,3,7.755690828930447,0,0,term
SetLike.coe_GSMul,-2316.6,2316.6,0.0,0,3,7.755690828930447,0,0,term
SetLike.Homogeneous.graded_smul,-1798.1999999999998,1798.1999999999998,0.0,0,3,7.755690828930447,0,0,term
PUnit.one_eq,-307.8,307.8,0.0,0,3,7.755690828930447,0,0,term
PUnit.mul_eq,-372.6,372.6,0.0,0,3,7.755690828930447,0,0,term
PUnit.div_eq,-372.6,372.6,0.0,0,3,7.755690828930447,0,0,term
PUnit.inv_eq,-340.2,340.2,0.0,0,3,7.755690828930447,0,0,term
PUnit.gcd_eq,-388.79999999999995,388.79999999999995,0.0,0,3,7.755690828930447,0,0,term
PUnit.lcm_eq,-388.79999999999995,388.79999999999995,0.0,0,3,7.755690828930447,0,0,term
PUnit.norm_unit_eq,-421.2,421.2,0.0,0,3,7.755690828930447,0,0,term
PUnit.smul_eq,-526.5,526.5,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.apply_apply_eq_zero,-688.5,688.5,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.comp_eq_zero,-542.7,542.7,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.of_comp_of_mem_range,-931.5,931.5,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.of_comp_eq_zero_of_ker_in_range,-1077.3,1077.3,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.linearMap_ker_eq,-503.9215458553478,542.7,38.77845414465224,5,3,7.755690828930447,5,0,term
LinearMap.exact_iff,-713.1443091710695,720.9,7.755690828930447,1,3,7.755690828930447,1,0,term
LinearMap.exact_of_comp_eq_zero_of_ker_le_range,-964.2443091710695,972.0,7.755690828930447,1,3,7.755690828930447,1,0,term
LinearMap.exact_of_comp_of_mem_range,-972.0,972.0,0.0,0,3,7.755690828930447,0,0,term
Function.Exact.linearMap_comp_eq_zero,-535.2886183421391,550.8,15.511381657860895,2,3,7.755690828930447,2,0,term
Function.Surjective.comp_exact_iff_exact,-891.3443091710694,899.0999999999999,7.755690828930447,1,3,7.755690828930447,1,0,term
Function.Injective.comp_exact_iff_exact,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
LinearEquiv.conj_exact_iff_exact,-778.60113238924,778.237882145447,-0.3632502437930576,1,2,-0.3632502437930576,1,7,tactic
Function.Exact.of_ladder_linearEquiv_of_exact,-910.237882145447,910.237882145447,-0.0,0,2,-0.3632502437930576,0,4,tactic
Function.Exact.iff_of_ladder_linearEquiv,-1150.5443091710695,1158.3,7.755690828930447,1,3,7.755690828930447,1,0,term
Function.Exact.split_tfae',-1828.2598803817466,1828.2598803817466,0.0,0,19,137.65874799250656,0,10,tactic
Function.Exact.split_tfae,-2726.8325875090645,2726.8325875090645,0.0,0,7,40.231455119824474,0,6,tactic
Function.Exact.exact_mapQ_iff,-1254.3568232181706,1254.3568232181706,0.0,0,3,7.755690828930447,0,20,tactic
AlgebraicGeometry.Scheme.empty_ext,-534.6,534.6,0.0,0,3,7.755690828930447,0,0,term
AlgebraicGeometry.Scheme.eq_emptyTo,-648.0,648.0,0.0,0,3,7.755690828930447,0,0,term
AlgebraicGeometry.emptyIsInitial_to,-526.5,526.5,0.0,0,3,7.755690828930447,0,0,term
AlgebraicGeometry.isAffineOpen_bot,-558.9,558.9,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_op,-348.64430917106955,356.4,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.op_unop,-357.43292751320865,380.7,23.267072486791342,3,3,7.755690828930447,3,0,term
MulOpposite.op_comp_unop,-421.54430917106953,429.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.unop_comp_op,-429.29999999999995,429.29999999999995,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_bijective,-413.1,413.1,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_bijective,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_injective,-405.3443091710696,413.1,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.op_surjective,-429.29999999999995,429.29999999999995,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_injective,-437.7443091710696,445.5,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.unop_surjective,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_inj,-381.38861834213907,396.9,15.511381657860895,2,3,7.755690828930447,2,0,term
MulOpposite.unop_inj,-469.79999999999995,469.79999999999995,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_zero,-397.2443091710696,405.0,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.unop_zero,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_one,-551.4886183421391,567.0,15.511381657860895,2,3,7.755690828930447,2,0,term
MulOpposite.unop_one,-623.7,623.7,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_add,-550.8,550.8,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_add,-639.9,639.9,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_neg,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_neg,-534.6,534.6,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_mul,-674.7101641974868,729.0,54.28983580251313,7,3,7.755690828930447,7,0,term
MulOpposite.unop_mul,-818.0999999999999,818.0999999999999,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_inv,-656.1,656.1,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_inv,-729.0,729.0,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_sub,-535.2886183421391,550.8,15.511381657860895,2,3,7.755690828930447,2,0,term
MulOpposite.unop_sub,-639.9,639.9,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_smul,-777.9443091710696,785.7,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.unop_smul,-850.8443091710694,858.5999999999999,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.unop_eq_zero_iff,-664.5443091710695,672.3,7.755690828930447,1,3,7.755690828930447,1,0,term
MulOpposite.op_eq_zero_iff,-615.6,615.6,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_ne_zero_iff,-672.3,672.3,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_ne_zero_iff,-615.6,615.6,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.unop_eq_one_iff,-534.6,534.6,0.0,0,3,7.755690828930447,0,0,term
MulOpposite.op_eq_one_iff,-704.7,704.7,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.op_one,-388.79999999999995,388.79999999999995,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.unop_one,-421.2,421.2,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.op_eq_one_iff,-526.5,526.5,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.unop_eq_one_iff,-583.2,583.2,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.op_mul,-550.8,550.8,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.unop_mul,-639.9,639.9,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.op_inv,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.unop_inv,-550.8,550.8,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.op_div,-550.8,550.8,0.0,0,3,7.755690828930447,0,0,term
AddOpposite.unop_div,-639.9,639.9,0.0,0,3,7.755690828930447,0,0,term
Quaternion.re_fst_dualNumberEquiv,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imI_fst_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imJ_fst_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imK_fst_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.re_snd_dualNumberEquiv,-882.9,882.9,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imI_snd_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imJ_snd_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.imK_snd_dualNumberEquiv,-907.2,907.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.fst_re_dualNumberEquiv_symm,-963.9,963.9,0.0,0,3,7.755690828930447,0,0,term
Quaternion.fst_imI_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.fst_imJ_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.fst_imK_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.snd_re_dualNumberEquiv_symm,-963.9,963.9,0.0,0,3,7.755690828930447,0,0,term
Quaternion.snd_imI_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.snd_imJ_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
Quaternion.snd_imK_dualNumberEquiv_symm,-988.2,988.2,0.0,0,3,7.755690828930447,0,0,term
zero_smul,1310.384909877907,372.6,1682.984909877907,217,3,7.755690828930447,217,0,term
smul_eq_zero_of_left,-494.1,494.1,0.0,0,3,7.755690828930447,0,0,term
left_ne_zero_of_smul,-396.9,396.9,0.0,0,3,7.755690828930447,0,0,term
MulActionWithZero.subsingleton,-899.0999999999999,899.0999999999999,0.0,0,3,7.755690828930447,0,0,term
MulActionWithZero.nontrivial,-850.5,850.5,0.0,0,3,7.755690828930447,0,0,term
ite_zero_smul,-572.1189410727235,572.1189410727235,-0.0,0,1,-8.482191316516564,0,2,tactic
boole_smul,-482.1189410727235,482.1189410727235,-0.0,0,1,-8.482191316516564,0,0,tactic
smul_inv₀,-721.0704696545115,721.0704696545115,0.0,0,9,56.469337265271484,0,8,tactic
DualNumber.fst_eps,-421.54430917106953,429.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
DualNumber.snd_eps,-421.54430917106953,429.29999999999995,7.755690828930447,1,3,7.755690828930447,1,0,term
DualNumber.snd_mul,-729.0,729.0,0.0,0,3,7.755690828930447,0,0,term
DualNumber.eps_mul_eps,-453.6,453.6,0.0,0,3,7.755690828930447,0,0,term
DualNumber.inv_eps,-437.4,437.4,0.0,0,3,7.755690828930447,0,0,term
DualNumber.inr_eq_smul_eps,-639.9,639.9,0.0,0,3,7.755690828930447,0,0,term
DualNumber.commute_eps_left,-446.1189410727235,446.1189410727235,-0.0,0,1,-8.482191316516564,0,0,tactic
DualNumber.commute_eps_right,-599.4,599.4,0.0,0,3,7.755690828930447,0,0,term
DualNumber.algHom_ext',-2340.9,2340.9,0.0,0,3,7.755690828930447,0,0,term
DualNumber.algHom_ext,-426.3568232181705,426.3568232181705,0.0,0,3,7.755690828930447,0,2,tactic
DualNumber.lift_apply_apply,-1077.988618342139,1093.5,15.511381657860895,2,3,7.755690828930447,2,0,term
DualNumber.coe_lift_symm_apply,-866.7,866.7,0.0,0,3,7.755690828930447,0,0,term
DualNumber.lift_apply_inl,-685.0833237057566,668.1189410727235,-16.96438263303313,2,1,-8.482191316516564,2,6,tactic
DualNumber.lift_smul,-752.1189410727235,752.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
DualNumber.lift_op_smul,-860.1189410727235,860.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
DualNumber.lift_apply_eps,-866.1189410727235,866.1189410727235,-0.0,0,1,-8.482191316516564,0,7,tactic
DualNumber.lift_inlAlgHom_eps,-1004.4,1004.4,0.0,0,3,7.755690828930447,0,0,term
AlgebraicGeometry.germ_injective_of_isIntegral,-782.8325875090645,782.8325875090645,0.0,0,7,40.231455119824474,0,11,tactic
AlgebraicGeometry.Scheme.germToFunctionField_injective,-1134.0,1134.0,0.0,0,3,7.755690828930447,0,0,term
AlgebraicGeometry.genericPoint_eq_of_isOpenImmersion,-1192.60113238924,1273.427292872682,80.82616048344201,1,12,80.82616048344201,1,15,tactic
AlgebraicGeometry.genericPoint_eq_bot_of_affine,-754.6011323892401,778.5947053636175,23.993572974377464,1,5,23.993572974377464,1,8,tactic
AlgebraicGeometry.IsAffineOpen.primeIdealOf_genericPoint,-1822.60113238924,1854.7136464363412,32.112514047100966,1,6,32.112514047100966,1,11,tactic
AlgebraicGeometry.functionField_isFractionRing_of_isAffineOpen,-1133.3083517999585,1133.3083517999585,0.0,0,11,72.7072194107185,0,16,tactic
AddCommGroup.modEq_refl,-372.6,372.6,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.modEq_rfl,-299.7,299.7,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.modEq_comm,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.trans,-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.neg_modEq_neg,-486.0,486.0,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.modEq_neg,-445.5,445.5,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.modEq_sub,-413.1,413.1,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.modEq_zero,-284.1189410727235,284.1189410727235,-0.0,0,1,-8.482191316516564,0,3,tactic
AddCommGroup.self_modEq_zero,-348.3,348.3,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.zsmul_modEq_zero,-453.6,453.6,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.add_zsmul_modEq,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.zsmul_add_modEq,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.add_nsmul_modEq,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.nsmul_add_modEq,-477.9,477.9,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_zsmul,-520.4658550264173,567.0,46.534144973582684,6,3,7.755690828930447,6,0,term
AddCommGroup.ModEq.zsmul_add,-551.4886183421391,567.0,15.511381657860895,2,3,7.755690828930447,2,0,term
AddCommGroup.ModEq.add_nsmul,-528.2215458553478,567.0,38.77845414465224,5,3,7.755690828930447,5,0,term
AddCommGroup.ModEq.nsmul_add,-520.4658550264173,567.0,46.534144973582684,6,3,7.755690828930447,6,0,term
AddCommGroup.ModEq.of_zsmul,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.of_nsmul,-461.7,461.7,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.zsmul,-502.2,502.2,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.nsmul,-502.2,502.2,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.zsmul_modEq_zsmul,-939.5999999999999,939.5999999999999,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.nsmul_modEq_nsmul,-939.5999999999999,939.5999999999999,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_iff_left,-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_iff_right,-785.7,785.7,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.sub_iff_left,-777.5999999999999,777.5999999999999,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.sub_iff_right,-785.7,785.7,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_left,-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.sub_left,-591.3,591.3,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_right,-599.4,599.4,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.sub_right,-599.4,599.4,0.0,0,3,7.755690828930447,0,0,term
AddCommGroup.ModEq.add_left_cancel',-623.7,623.7,0.0,0,3,7.755690828930447,0,0,term
